work_id,units,c0_rows,parsed_units,landed_law_units,pending_law_units,unparsed_units,parse_laws,max_chapter,coordinate_collisions,y_state
"pby/brenner/מהספרות-והעתונות-שבארץ-העומר-878",39,1626,39,39,0,0,"FLAT_UNIT",45,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מהספרות-והעתונות-שבארץ-העומר-ד-538",15,1726,15,15,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מהספרות-והעתונות-שבארץ-חבצלת-הניר-הצבי-782",35,2146,35,35,0,0,"FLAT_UNIT",38,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מהספרות-והעתונות-שבארץ-ניצוצות-הפרדס-החרות-852",40,1288,40,40,0,0,"FLAT_UNIT",43,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מהרהורי-סופר-862",62,4850,62,62,0,0,"FLAT_UNIT",62,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מהרהורי-קורא-391",82,1574,82,82,0,0,"FLAT_UNIT",83,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מהתחלה-95",516,17018,516,516,0,0,"FLAT_UNIT",558,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מזל-474",50,818,50,50,0,0,"FLAT_UNIT",51,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מחיי-ירושלים-724",59,4119,59,59,0,0,"FLAT_UNIT",63,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מיכה-יוסף-ברדיצ-בסקי-832",169,16449,169,169,0,0,"FLAT_UNIT",173,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מכאן-ומכאן-523",831,43676,831,831,0,0,"FLAT_UNIT",884,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מכתב-ארך-שלח-לי-372",72,4503,72,72,0,0,"FLAT_UNIT",77,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מכתבי-סופר-525",37,1556,37,37,0,0,"FLAT_UNIT",37,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מכתבים-לרוסיה-728",35,1384,35,35,0,0,"FLAT_UNIT",36,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מלונדון-מלבוב-וממקומות-אחרים-22665",33,2277,33,33,0,0,"FLAT_UNIT",33,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מן-הזווית-486",187,5848,187,187,0,0,"FLAT_UNIT",187,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מן-המיצר-290",290,18582,290,290,0,0,"FLAT_UNIT",295,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מן-המשעול-שיחה-ספרותית-527",79,4636,79,79,0,0,"FLAT_UNIT",81,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מן-הספרות-העברית-שיחות-872",17,1665,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מן-העתונות-היהודית-17350",21,532,21,21,0,0,"FLAT_UNIT",24,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מנדלי-לדורנו-כלפי-י-רבינוביץ-735",8,816,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מנדלי-ליובל-השבעים-שלו-398",10,1138,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מסביב-לנקודה-29532",819,35800,819,819,0,0,"FLAT_UNIT",844,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מעבר-לגבולין-889",877,24968,877,877,0,0,"FLAT_UNIT",877,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מעולם-ספרותנו-377",96,5742,96,96,0,0,"FLAT_UNIT",107,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מעין-גלוי-דעת-740",10,219,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מעשים-9020",134,3185,134,134,0,0,"FLAT_UNIT",137,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מפנקס-בפרוץ-מלחמת-עולם-22674",20,1130,20,20,0,0,"FLAT_UNIT",20,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מפנקס-ההתעללות-835",6,117,6,6,0,0,"FLAT_UNIT",6,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מפנקס-לרגל-הכניסה-803",41,1606,41,41,0,0,"FLAT_UNIT",47,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מפנקס-קטן-בארץ-היהודים-לש-י-אימבר-22673",22,547,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מפנקס-קטן-ריקודין-שני-ממהנפשך-כנגד-אחד-512",22,1445,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מפנקס-שני-גליונות-התורן-האחרונים-17752",12,579,12,12,0,0,"FLAT_UNIT",12,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מפנקס-שני-מפגשים-עם-בני-הארץ-17799",14,507,14,14,0,0,"FLAT_UNIT",14,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מפקידה-לפקידה-868",25,1704,25,25,0,0,"FLAT_UNIT",27,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מצווה-543",46,2511,46,46,0,0,"FLAT_UNIT",46,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מצרור-כתבים-ישנים-הרהורי-קורא-796",84,5611,84,84,0,0,"FLAT_UNIT",84,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-אלחנן-קלמנסאן-היהדות-והצעירים-22678",14,1757,14,14,0,0,"FLAT_UNIT",14,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-בלימה-לא-ביילין-841",5,111,5,5,0,0,"FLAT_UNIT",5,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-גבולות-444",24,950,24,24,0,0,"FLAT_UNIT",25,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-דון-יוסף-נשיא-ליוסף-קלוזנר-17858",11,674,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-הגליל-840",10,695,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-ההלכה-והאגדה-של-ביאליק-792",31,2569,31,31,0,0,"FLAT_UNIT",31,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-זהרורים-רשימה-22522",16,1392,16,16,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-חוברת-בנכר-834",14,458,14,14,0,0,"FLAT_UNIT",14,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-חוברת-היובל-של-טשרניחובסקי-476",55,3811,55,55,0,0,"FLAT_UNIT",55,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-כתבי-א-ז-רבינוביץ-ב-22675",14,1574,14,14,0,0,"FLAT_UNIT",14,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-מולדת-17859",19,1773,19,19,0,0,"FLAT_UNIT",20,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-מורים-מאת-אפטושו-407",16,890,16,16,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-מחברות-הקק-ל-791",8,328,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-מלחמת-יהודה-והגליל-לד-שמעונוביץ-48805",24,640,24,24,0,0,"FLAT_UNIT",24,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-מקרן-זוית-445",17,1621,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-ספר-המשתה-מאת-אפלטון-הוצ-יפת-22677",10,2292,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-על-יד-הקיר-לא-ראובני-48806",22,1051,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-ר-שלמה-נגיד-לשלום-אש-554",22,1012,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-רבעון-העבר-393",21,1540,21,21,0,0,"FLAT_UNIT",21,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משדה-הספרות-תולדות-המקובלים-השבתאים-והחסידים-לדוד-כהנא-17857",15,684,15,15,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משוק-הספרים-הזמן-373",17,817,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/משנות-הבחרות-11448",767,14440,767,767,0,0,"FLAT_UNIT",807,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מתוך-הפנקס-א-י-שטיבל-390",18,1131,18,18,0,0,"FLAT_UNIT",21,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מתוך-הפנקס-א-ליסין-432",36,1903,36,36,0,0,"FLAT_UNIT",36,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מתוך-הפנקס-העברי-ברנפלד-ולוריא-קונגרס-לשם-מה-531",25,1544,25,25,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מתוך-הפנקס-השחר-741",13,1299,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מתוך-הפנקס-יצחק-קצנלסון-805",32,1305,32,32,0,0,"FLAT_UNIT",32,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מתוך-הפנקס-כתבי-לילינבלום-א-376",12,1770,12,12,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מתוך-הפנקס-עברית-או-ז-ארגון-820",22,1319,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מתוך-הפנקס-על-אוניברסיטה-יהודית-22521",29,2195,29,29,0,0,"FLAT_UNIT",31,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מתוך-הפנקס-על-ה-חדר-17860",46,3612,46,46,0,0,"FLAT_UNIT",50,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/מתוך-פנקסי-720",58,5658,58,58,0,0,"FLAT_UNIT",68,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/נדודים-866",91,4984,91,91,0,0,"FLAT_UNIT",91,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/נוספות-על-עתונות-פועלי-ציון-397",30,1658,30,30,0,0,"FLAT_UNIT",31,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/נורא-379",26,570,26,26,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/נושנות-392",24,1642,24,24,0,0,"FLAT_UNIT",25,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/נושנות-על-עתונות-פועלי-ציון-22679",25,2358,25,25,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ניחומים-737",33,643,33,33,0,0,"FLAT_UNIT",33,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/נכא-רוח-725",16,806,16,16,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/נקרולוג-על-קנטור-וגולדין-17347",25,1562,25,25,0,0,"FLAT_UNIT",27,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/נתיבות-רשימה-ביבליוגרפית-17335",13,1209,13,13,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/סמולנסקין-722",12,1031,12,12,0,0,"FLAT_UNIT",12,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/עולה-736",61,1579,61,61,0,0,"FLAT_UNIT",63,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/על-הדרך-477",33,1210,33,33,0,0,"FLAT_UNIT",35,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/על-העקר-שאיננו-מתוך-פנקס-ישן-406",38,4391,38,38,0,0,"FLAT_UNIT",38,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/עצבים-480",189,8194,189,189,0,0,"FLAT_UNIT",189,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ערב-ובוקר-887",174,3155,174,174,0,0,"FLAT_UNIT",174,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ערכים-18109",549,8956,549,549,0,0,"FLAT_UNIT",549,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/פנקס-קטן-739",56,2595,56,56,0,0,"FLAT_UNIT",62,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/פעמיים-598",85,3520,85,85,0,0,"FLAT_UNIT",85,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/פת-לחם-18",75,2419,75,75,0,0,"FLAT_UNIT",75,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/צואה-496",51,993,51,51,0,0,"FLAT_UNIT",51,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-א-מות-בוסל-בנגב-מרחוק-יובל-נורדוי-522",32,788,32,32,0,0,"FLAT_UNIT",35,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-אחינו-בני-עמנו-החרבים-והקבצנים-568",14,265,14,14,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-ב-בשבחה-של-ארץ-ישראל-משלחת-עבודה-או-צבאיות-חיקוי-או-עצמיות-יפו-או-ירושלים-דמעות-פייטן-יעקב-דינזון-488",58,2279,58,58,0,0,"FLAT_UNIT",64,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-ג-מפי-איש-העתון-התפעלות-ומוסר-השכל-חזון-הימים-והעתים-על-יד-מיטת-הגוסס-בפנים-אי-נורמליות-כרוז-לאיחוד-נחמן-סירקין-874",58,2350,58,58,0,0,"FLAT_UNIT",65,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-ד-אחרי-מות-האבדה-המוחזרה-המחנה-הנשאר-דאגה-ותקלה-שפע-מפ-ס-ס-א-פ-פ-צ-על-עסקי-טרמינולוגיה-הטוב-והרע-580",51,3858,51,51,0,0,"FLAT_UNIT",58,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-ה-ה-תכלית-בלי-תכלית-השגות-סמיכת-הפרשה-פרובלימה-המשך-נוספות-קיצוניות-שיתוף-הפעולה-טעות-סופר-או-טעות-הנהלה-אנקיטה-732",59,5326,59,59,0,0,"FLAT_UNIT",69,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-ו-אהרון-שר-17751",7,99,7,7,0,0,"FLAT_UNIT",7,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-ז-מספר-שופטים-בין-שני-אריות-מ-ספר-האגדה-ושוב-אין-הנדון-דומה-לציטטה-עולם-כמנהגו-גילוי-וכיסוי-מתל-חי-לירושלים-צידוק-הדין-שלהי-ניסן-אחרית-דבר-881",27,2124,27,27,0,0,"FLAT_UNIT",36,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-ח-טקט-הסכנה-האמיתית-אניקדוטה-סקאנדאל-מתעלפים-ופרחים-ובמחנה-צעירינו-קו-אור-עזרת-אחים-ואבק-פוליטיקה-ועוד-קצת-ביני-לבין-חמי-17753",59,2706,59,59,0,0,"FLAT_UNIT",67,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-י-י-א-שתי-שאלות-הפועלים-עצלים-ובעל-הבית-דוחק-וזאת-מלים-אחדות-לבןיהודה-חג-בדוי-ינתן-דבר-פועלי-ארץישראל-בידי-פועלי-ארץישראל-17353",28,2226,28,28,0,0,"FLAT_UNIT",33,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-יב-רישעות-17795",9,281,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-לז-בוטינסקי-וחבריו-409",6,56,6,6,0,0,"FLAT_UNIT",6,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-שיירים-מאמריסטיקה-רזיגנציה-ועידת-אחדות-העבודה-קרן-הגאולה-על-דאטפת-טאקט-רעיונות-17348",27,1814,27,27,0,0,"FLAT_UNIT",33,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ציונים-שלבים-לקובץ-יזכור-748",42,1970,42,42,0,0,"FLAT_UNIT",47,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/צרת-הלשונות-481",21,2433,21,21,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/קורספונדנציה-בר-יוחאי-400",10,77,10,10,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/קורספונדנציה-לסופר-ד-ב-בל-529",5,130,5,5,0,0,"FLAT_UNIT",5,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/קטנות-גם-גדולות-א-י-החדשה-והישנה-למילר-843",27,2920,27,27,0,0,"FLAT_UNIT",29,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/קטנות-גם-גדולות-מה-רוצה-ש-י-איש-הורוויץ-17854",48,2549,48,48,0,0,"FLAT_UNIT",53,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/קצת-על-טשרניחובסקי-קטעים-מהרצאה-745",67,2322,67,67,0,0,"FLAT_UNIT",67,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/ראש-חדש-מאי-411",60,3091,60,60,0,0,"FLAT_UNIT",62,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רביבים-ג-ד-מאת-המו-ל-858",5,122,5,5,0,0,"FLAT_UNIT",5,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רגשים-והרהורים-ברזל-בברזל-883",17,1333,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רגשים-והרהורים-על-העתונות-הציונית-870",34,2648,34,34,0,0,"FLAT_UNIT",35,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רגשים-והרהורים-על-מחפשי-אלוהים-571",28,1898,28,28,0,0,"FLAT_UNIT",29,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רעיון-העבודה-בשירי-טשרניחובסקי-819",59,2087,59,59,0,0,"FLAT_UNIT",61,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רפרופים-ספרותיים-721",7,725,7,7,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשימות-ביבליוגרפיות-גבעולים-לי-פיכמן-857",19,570,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשימות-ביבליוגרפיות-גלות-ליצחק-קצנלסון-859",20,910,20,20,0,0,"FLAT_UNIT",20,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשימות-ביבליוגרפיות-הורליק-פרצופים-ספרותיים-738",7,443,7,7,0,0,"FLAT_UNIT",7,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשימות-ביבליוגרפיות-זמרת-הארץ-572",8,345,8,8,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשימות-ביבליוגרפיות-יהל-ל-כשרון-המעשה-570",40,890,40,40,0,0,"FLAT_UNIT",41,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשימות-ביבליוגרפיות-ישימון-לדוד-שמעונוביץ-487",22,925,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשימות-ביבליוגרפיות-כתבי-ויתקין-22670",8,651,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשימות-ביבליוגרפיות-לחובר-אחד-העם-875",8,1338,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשימות-ביבליוגרפיות-סנונית-22669",11,919,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשמי-דרך-530",115,4670,115,115,0,0,"FLAT_UNIT",115,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשמי-ספרות-547",76,4193,76,76,0,0,"FLAT_UNIT",77,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשמי-קורא-דניאל-שפרנוב-מאת-א-קבק-22671",9,898,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשמי-קורא-העברי-החדש-731",14,2316,14,14,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשמי-קורא-משירי-אביגדור-פאירשטין-22672",27,949,27,27,0,0,"FLAT_UNIT",29,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשמי-שעה-חילולשבת-אזהרה-מפני-הבולשביקים-היהודים-ועניינים-אחרים-17797",36,1771,36,36,0,0,"FLAT_UNIT",41,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשמי-שעה-ידיעה-מכתבהעת-פורווארטס-17798",22,643,22,22,0,0,"FLAT_UNIT",24,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשמי-שעה-מכתבי-סופר-807",46,2775,46,46,0,0,"FLAT_UNIT",53,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/רשמי-שעה-צעיר-אחד-ממכרי-סח-לי-726",224,8679,224,224,0,0,"FLAT_UNIT",235,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/שאיפה-17349",10,424,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/שכול-וכשלון-או-ספרההתלבטות-869",915,64176,915,915,0,0,"FLAT_UNIT",959,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/שלושה-פרקים-877",69,3987,69,69,0,0,"FLAT_UNIT",69,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/שמה-431",131,4898,131,131,0,0,"FLAT_UNIT",131,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/שמה-49",117,5054,117,117,0,0,"FLAT_UNIT",117,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/שנה-אחת-11126",561,34152,561,561,0,0,"FLAT_UNIT",582,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/שנים-22681",71,2845,71,71,0,0,"FLAT_UNIT",79,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/שרידי-שיחות-נושנות-808",53,1998,53,53,0,0,"FLAT_UNIT",53,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/תל-חי-433",23,706,23,23,0,0,"FLAT_UNIT",27,0,"FULLY_PARSED_LANDED_LAW"
"pby/brenner/תרעומת-747",18,625,18,18,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/אגדות-4588",97,2385,97,97,0,0,"FLAT_UNIT",97,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/אגדות-שיר-5605",230,864,230,230,0,0,"FLAT_UNIT",232,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/אגרות-למשה-קלמנסון-93",25,1940,25,25,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/אהבה-6188",42,1609,42,42,0,0,"FLAT_UNIT",42,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/אחר-בחצר-סוסה-4393",63,2789,63,63,0,0,"FLAT_UNIT",64,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/איה-האמת-4460",22,2097,22,22,0,0,"FLAT_UNIT",23,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/איך-עשיתי-לי-פרעות-בעצמי-1917",33,1276,33,33,0,0,"FLAT_UNIT",33,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/אימטרה-1914",63,3526,63,63,0,0,"FLAT_UNIT",64,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/איש-ומקטרתו-1493",29,2916,29,29,0,0,"FLAT_UNIT",29,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/אלו-נתן-פה-למתים-5352",25,1555,25,25,0,0,"FLAT_UNIT",27,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/אליזה-אורז-שקובה-מאמר-ראשון-3901",19,1285,19,19,0,0,"FLAT_UNIT",20,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/אליזה-אורז-שקובה-מאמר-שני-2539",12,1063,12,12,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/אלילים-3834",126,632,126,126,0,0,"FLAT_UNIT",129,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/אליעזר-צבי-הכהן-צויפל-3696",26,1174,26,26,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/אמנות-7688",10,1569,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/בדיקת-חמץ-6178",12,1109,12,12,0,0,"FLAT_UNIT",12,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/בהר-סיני-6844",66,2517,66,66,0,0,"FLAT_UNIT",66,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/בחירות-1983",18,1324,18,18,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/ביום-הכפורים-4962",138,12035,138,138,0,0,"FLAT_UNIT",143,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/ביער-1167",27,1357,27,27,0,0,"FLAT_UNIT",27,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/במרצע-5421",40,968,40,40,0,0,"FLAT_UNIT",40,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/בן-לילה-אחד-4787",35,2346,35,35,0,0,"FLAT_UNIT",35,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/בעל-בית-הגון-3627",55,2116,55,55,0,0,"FLAT_UNIT",55,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/בעל-פרנסה-6448",29,1079,29,29,0,0,"FLAT_UNIT",29,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/בקשת-אלהים-4728",7,1413,7,7,0,0,"FLAT_UNIT",7,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/ברהמה-5483",135,722,135,135,0,0,"FLAT_UNIT",135,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/ברתולד-אויארבך-היהודי-6000",80,9532,80,80,0,0,"FLAT_UNIT",81,0,"FULLY_PARSED_LANDED_LAW"
"pby/frishman/בשוק-של-הסופרים-והספרים-7691",225,18055,225,225,0,0,"FLAT_UNIT",229,0,"FULLY_PARSED_LANDED_LAW"
